date_posted,age,county,religion,tweet_text
12/07/2014,18,Armagh,Protestant,charlieflanagan finegael forgot mention sinn fein michael
14/10/2015,61,Laois,Catholic,few sinn féin voter fine gael voter strongly oppose idea die vast explosion bright sun thousand time powerful lay waste hiroshima irish time finally concede ready government
25/01/2014,21,Louth,Catholic,elect sinn féin government work united nations help bring peace world serve united nations humanitarian duty defence force
20/07/2014,51,Kilkenny,Catholic,"kieronellis time vote   doubt 
 labour sinn fein voter 
 🇮 🇪 🇪 🇺"
16/05/2016,46,Waterford,Other,rblackpa good democracy flow agenda stop minister sinn fein not catholic power bring
05/06/2019,28,Kerry,Protestant,"johnmcguirk ❌ sinn fein government 
 ✅ nuclear war mutual destruction"
09/11/2020,52,Armagh,Protestant,"ni election vote aontu dup tuv prolife mla party 
 dump pro abort 

 dump sf sdlp alliance repealer abortion pusher killer abortion apologist election stop sinn fein sdlp alliance abortion slaughter"
04/05/2020,57,Armagh,Other,not vote alliance bed sinn fein
01/09/2018,57,Galway,Protestant,sinnfeinireland loreillysf saturdayrte rteradio sinn fein spokesperson enterprise trade employment oxymoron   maybe get pointer   cuba
03/10/2016,30,Derry,Catholic,sinnfeinireland    lie   ask support motion animal cruelty   bunch   election pledge lie   youth ireland vote sinn fein   note want liar government maryloumcdonald
19/08/2016,53,Clare,Other,dailigh m sinn féin supporter mean logic supporter primarily motivate national question country invade big strong neighbour want intervene
09/04/2022,64,Dublin,Catholic,fintancox mention sinn féin   obsess point elect mep thi constituent   right nobodys
25/09/2022,58,Tyrone,Catholic,grma maryloumcdonald come speak member dúnlaoghaire night great crowd great new idea area 🇮 🇪 dunlaoghaire sinnfein
28/12/2013,23,Fermanagh,Protestant,"sinn féin show attitude patronise superiority unionist meet community hall 
 chris hazzard mp twitter feed describe crossgar orange hall bunker 
 image unionist mp condescend insult nationalist meeting"
03/03/2022,31,Kildare,Catholic,"m say sinn fein ira alliance 
 lap dog"
13/09/2019,44,Mayo,Catholic,get high preference vote candidate not elect get twice vote sole sinn fein candidate   ff proud support get jason
10/05/2020,34,Offaly,Catholic,richardtgarland say sinn féin guilty hypocrisy sir shock shocked
07/06/2021,59,Dublin,Protestant,speirsiuloir gregory unohimyerman take place gaa ground week ago sinn fein gaa glorify terrorist  
27/08/2013,53,Offaly,Protestant,mcmoop prefer rural parade angry farmer teenager drive massive tractor town cover sinn féin poster niche
27/12/2014,19,Monaghan,Catholic,gp sorchaeastwood sinn feinira whilst delude fool unable plain murderer
28/03/2013,29,Laois,Atheist,ppreallypp timcairn chrisadonnelly tim not spell sinn féin man politic long
11/09/2020,45,Carlow,Protestant,icymi derry city amp strabane council pass motion call end animal cruelty include hunt dog sinn fein vote motion alliance party sdlp people profit uup aontú independent support motion  
01/05/2020,37,Longford,Protestant,know old remember england channel bbc news time interview gerry adamssinn fein dub allow hear voice help bring peace   ukrainerussiaconflict
24/05/2015,22,Waterford,Protestant,dantreac tomdoorley irishtimeslife sinn fein find hard onside deliver housing health probably anyone guess
10/01/2018,57,Cork,Atheist,bbcnewsni need membership sinn fein request job give
19/03/2019,24,Leitrim,Catholic,edwardo see recently ogra sinn fein russian bed fellow capable
19/12/2016,41,Wicklow,Atheist,seandefoe maybe somebody start ask question sinn fein property empire shore bank account
15/08/2019,27,Kilkenny,Protestant,irishunionist sinn fein mp draw salary research make idiot
23/03/2020,39,Monaghan,Atheist,jontonge will observe union union union sinn fein sinn fein sinn fein
28/04/2018,59,Louth,Protestant,jude collins sinn féin big preference problem
23/04/2015,48,Longford,Protestant,jude collins sinn féin big preference problem
25/03/2020,25,Sligo,Catholic,manchegopr negamaiz es de sinn fein pertenece al partido de people profit
01/05/2020,49,Longford,Other,"📻 sinn féin spokesperson enterprise trade employment loreillysf live saturdayrte today pm rteradio 

 listen  "
22/03/2022,50,Cork,Other,jude collins sinn féin big preference problem
20/07/2016,30,Wicklow,Protestant,windingsios sinn fein ireland russia supporter will happy 😂
09/07/2015,22,Limerick,Protestant,consistent sinn fein great priority take power ireland unite
01/06/2022,49,Leitrim,Catholic,lyzcd windingsios sinn fein russia
20/12/2020,52,Sligo,Atheist,"taula rodona amb declan kearney president nacional del sinn féin marta rovira arnaldo otegi 

 quin luxe 😍 

 cnerc"
24/01/2017,31,Waterford,Atheist,withygrove sinn fein supporter russia island ireland fuck breed
08/10/2022,65,Armagh,Protestant,sinn fein grow south southerner think unity not
02/04/2016,39,Tyrone,Protestant,mary lou taoiseach undermine unitys selling point will not stop sinn fein growth discontent housing market like
09/08/2014,49,Derry,Protestant,jontonge blah blah protocol blah blah sinn fein blah blah ulster say blah blah gstq save trouble go
05/12/2017,18,Sligo,Other,"mayromcgirlo sinn féin pearse doherty say 🤷 ‍ ♂ ️ 

 article merely report doherty incorrect opinion 

 statement time issue hand"
01/10/2013,36,Cavan,Catholic,bbcmariamc sinn féin counterthreat dup threat go executive executive protocol scrap
17/06/2019,63,Wexford,Protestant,centre ground protestant persuade unity offer way europe non sectarian future away stranglehold dup sinn fein
15/11/2020,59,Dublin,Catholic,bono member sinn fein give job san franciso symphony director place
20/01/2021,28,Cork,Protestant,fun fact centre grind northern protestant want dialogue moderate southern establishment elect sinn fein government south wreck
08/07/2019,61,Westmeath,Atheist,bbcmariamc bbcnewsni usual dup country unmanageable want work hard attract investor dup sinn fein bad little country exist thrive
13/04/2017,32,Kildare,Catholic,jamiebrysoncpni mooreholme sorry jamie stretch say refuse implement protocol responsible sinn fein response responsible action
31/01/2018,47,Leitrim,Catholic,taiwooifigiuil sinn féin mentally abandon neutrality price get power gravytrain
31/05/2015,35,Tyrone,Other,mooreholme say sinn fein choose collapse institution implement protocol power frustrate imposition collapse assembly
07/03/2018,58,Leitrim,Protestant,patrick murphy gauge public mood neutrality watch sinn féin irishnew
09/12/2022,65,Roscommon,Catholic,"jontonge stay john lot sinn féin ira etc jim allister stand tip toe time say word foreign 

 ni stuck foreign union foreign law foreign people"
15/03/2019,26,Fermanagh,Catholic,eamonmelia want nato american millitary basis sinn fein ukraine show nato cause war militarization eastern europe son grandson end cannon fodder
06/08/2019,35,Kilkenny,Other,ruthwishart notice scottish nationalist basically sinn feinpira supporter look like need good wash
15/02/2017,21,Laois,Catholic,"high court direct sinn fein gerry adam hand allege document membership ira ira army council 
"
22/06/2013,47,Kilkenny,Protestant,lignarius benjamimwillard belfastbook alexkaneb collapse assembly let responsibility run country revert westminster provision service see   year sinn fein draw assembly stop
20/07/2019,27,Louth,Catholic,jamiebrysoncpni mooreholme sinn fein choose collapse institution responsibility accept unionism blame
11/01/2022,28,Kilkenny,Protestant,"aontú newry amp armagh candidate daniel connolly meet preciouslifecom election information night armagh thursday 

 sinn féin sdlp support legal amp intentional killing baby womb 

 aontú fight human right 

 support daniel"
26/03/2020,26,Cork,Protestant,lignarius benjamimwillard belfastbook alexkaneb care fg ff nervous face increasingly republican anti british   unionist electorate turn increasingly sinn fein
15/11/2021,34,Dublin,Protestant,mcmanusdavid pearsedoherty imagine   yearn old virgin constantly mention sinn fein embarrass carpark
14/03/2015,42,Leitrim,Catholic,"interesting piece andrew view representative lot people northern ireland sinn féin bang border poll counterproductive 

 andrew trimble people republic ready united ireland   irishtimeslife"
04/03/2013,59,Cavan,Protestant,flamminggibbon socialistdoggy mjd rachaelvenables lbc go list fact meeting hold invite wm sinnfein times corbyn speak rally carry act associate people people jail
23/06/2019,55,Monaghan,Catholic,seanloughran ejqmnnsviet old old place like newtownard vote dup place like armagh vote sinn fein place like banbridge vote dup place like newry voting sinn fein look look need vote usson themmun
28/06/2016,42,Kilkenny,Catholic,love leaflet descend official look centenary mail shoot brand fine gael flyer random dig sinn fein
18/08/2014,56,Laois,Protestant,talk sanction reparation    not think sanction terrorist sinn fein considerable asset support terrorism seek reparation loss life damage property apply irish
03/05/2016,19,Armagh,Catholic,"markwilson sorchaeastwood obsess 😂 😂 😂 

 time obsession spend child sinn fein tomorrow 😊 🇮 🇪"
06/01/2015,43,Armagh,Catholic,logicalconor villagemagire say sinn fein politician
13/11/2018,34,Limerick,Protestant,"shame sinn féin   again‼️ 😡 🤬 

 derry city strabane councillor pass motion call end animal cruelty   changeger"
20/03/2022,51,Kilkenny,Catholic,"help deliver real positive change family investment autism service support people say sinn féin mla john odowd 

"
13/07/2020,55,Derry,Protestant,constutional nationalists decision stand adam mcguinness beginning end northern ireland republic give sinn fein edge take power
04/10/2016,39,Roscommon,Other,cjhumanright continue elect sinn fein dup huge number go sort bullshit deservedly
03/10/2013,30,Louth,Protestant,wsj wsjopinion josephsternberg ucrania unión europea que espere en la otan tienen miedo moscú aunque los están masacrando el imperio occidental eso va conmigo el sinn feinbiden mi history dejar buena economy para indiajamaica kamala harris buen negocio de armas y que los white se puedan en los
30/08/2020,54,Antrim,Catholic,"hughquinn smell fear 
 wee statelet gb give   year ago take away  
 stakeholder know sell   county know cause mayhem 
 dupmore republican sinn fein 
 vote dupira ui"
28/11/2017,46,Kilkenny,Atheist,samibaaj theequalvote krappykap colinjcole mikkwilson bettercountus jonmunitz consensusmoderate repre 🇮 🇪 stv strongly benefit candidate middle spectrum dáil éireann dominate   center party ff amp fg election sinn fein spectacular progress challenge dominance
13/10/2021,44,Kildare,Protestant,bertilak rheytah ramespaulus naturally subscriber irish inquiry support crazy regime past   year vardaker martin sinn fein power big tech paymaster
17/12/2013,39,Kerry,Catholic,bertilak ramespaulus rheytah oppose nd vatican dessimation tiradentine mass rid ugly perfidious jews rhetoric sinn fein national marxist church big factor view
28/05/2016,64,Monaghan,Catholic,"democratic party tie niac cair sinn fein s distrust 
"
31/07/2015,45,Kerry,Atheist,seamus sorchaeastwood mate single big bunch catholic killer trouble wasdrum rollwait itsinn feinira guy delude fool vote year year 😂 😂 😂
08/11/2022,18,Waterford,Catholic,bertilak ramespaulus rheytah traditionally sinn fein recently wake ireland hotbed anti israel ngo year ban il professor sf traditionally anti israel think anti semitic tax advantage ngo tax free
18/12/2022,64,Meath,Protestant,"sheepstesticle andrewm freddyforrestal s double standard 

 shinner interrupt heckle sarcastic remark brave lad hold people account 

 medium shut corrupt crony hidden agenda 

 sinn féin love play victim"
09/06/2017,24,Meath,Protestant,bit news kim happen sinnfeinira walk government year day
25/02/2015,60,Wicklow,Protestant,sinnfeinireland pearsedoherty sinn féin dáil member donate year salary raises   come lad talk rhetoric action example
12/10/2019,21,Meath,Catholic,"sinn fein prefer petrol fiver litre spend   grand retrofit 

 green 

"
17/08/2013,24,Donegal,Protestant,vince mcmahon try reboot sinn fein smackdown
27/01/2022,63,Wexford,Catholic,johnodowdsf remind hold health ministry sinnfein decide crash entire assembly order irish language act clue 👇
11/12/2018,30,Cavan,Catholic,courtsnewsirl westbelfastuprg charge membership sinn fein illegal
04/06/2020,25,Roscommon,Protestant,richardtgarland election pass verdict sinn féin benefit dup slump sinn féin bring stormont escape verdict bring   got puninishe electorate dup threaten tactic not fm post
04/07/2018,50,Armagh,Catholic,"johnodowdsf westminster intervene s normally work 
 sinn féin hate westminster refuse seat time welcome westminster intervention devolve matter talk want cake eat"
16/10/2016,19,Wexford,Catholic,"remember time irish exhusband friend sinn fein ask not aboriginal resistance army like ira tell s resistance 
 b australia allow existence recognise way"
05/03/2016,18,Galway,Protestant,"sfpira fail 

 sinn fein minister deirdre hargey accuse fail football club northern ireland stadia funding delay"
01/04/2015,56,Waterford,Protestant,naomilong not vocal sinn fein walk yearsbut pay
30/01/2014,47,Longford,Atheist,chrisadonnelly dup horrendously lead year able number favour good big party long way sinn fein reach year ago tell
25/01/2019,34,Monaghan,Protestant,dougchapmansnp kilcoynebrian holyroodmandy eucopresident britonsbtw   sinn feinira murderous crew brit   like  
04/01/2014,63,Laois,Protestant,non e sinn fein
21/10/2017,49,Offaly,Catholic,"monaghanbhoy ewanmackenna republican oppress  
 sinn fein apologist ira terror sit devolve government northern ireland have wage pay government united kingdom thing oppress grasp reality"
25/05/2016,32,Tyrone,Catholic,monaghanbhoy ewanmackenna not oppose sinn fein minority nationalist party nireland trouble sdlp despise rep ireland murder cop amp rob bank amp kidnap business people sinn fein near support deny history
24/06/2021,63,Derry,Protestant,sinn fein neck rhi exactly think position criticise dup
10/10/2019,61,Monaghan,Protestant,sinn fein deliberately hamper release £ relieve fuel cost legal advice suit prefer political capital blame dup obvious medium bbcgmu nolan
16/05/2015,50,Roscommon,Catholic,richardtgarland fairness rhi scandal huge dup try brass neck lot sinn fein grief think
08/02/2019,20,Antrim,Catholic,continue 🎙 ️   sinn féin teachta dála dublin north usmarineevan motion vote confidence jamesacheson
06/03/2015,30,Louth,Catholic,moneillsf sinn fein right thing
27/03/2014,22,Carlow,Protestant,mooreholme johnodowdsf sinn fein minister mooresothis false flag protocol protest start catch
16/11/2022,26,Wicklow,Other,timcairn chrisadonnelly support sinn fein collapse dup corruption deny people right dup collapse bobo fecke politically
21/10/2020,39,Kilkenny,Protestant,medianewspy bbcgmu michelle oneill health minister sinn fein collapse assembly care waiting list boycott stormont   year hypocricy
13/09/2013,49,Louth,Catholic,johnhardiman pbmosligo vincentbrowne finegael jonathan ball murder ira members sinn féin know kill will not tell authority   sinnfeinireland hypocritical disgrace
16/04/2017,24,Sligo,Catholic,aampe pack long waiting list nhs procedure treatment year sinn fein boycott blackmail     month long year bbcgmu
25/07/2022,64,Westmeath,Protestant,naomilong sinn fein ira pull stormont   year hobby language 🤔 🙄
23/06/2014,51,Westmeath,Protestant,caulmick pearsedoherty brophytalks sinnfein say pinch serbia
15/07/2016,45,Donegal,Other,not sinn fein ira gun man shoot inside hospital justify
20/04/2020,52,Leitrim,Catholic,johnodowdsf not sinn fein ira gun man shoot inside hospital justify
09/12/2020,42,Sligo,Protestant,blondiesup water sinn fein
27/03/2022,18,Limerick,Protestant,johnodowdsf sinn fein care health year main problem aampe patient health form irish
18/10/2022,40,Cork,Atheist,irelandsaysno fiannafailparty finegael politician sinn féin   labour social democrats   people profit independent
26/03/2016,29,Mayo,Catholic,mooreholmes mooreholme   bullshitit game stop sinn fein ministermost people sillya pure sectarian delay inevitable
13/11/2020,19,Fermanagh,Protestant,report say psni fail properly evaluate risk face informer picture newspaper co donegal cottage live denis donaldson sinn féin official work mi shoot dead cottage  
13/07/2016,23,Donegal,Protestant,pbmosligo vincentbrowne sinn féin vote ban fox hunting   similar reasoning
20/04/2021,49,Roscommon,Protestant,"pffsimon foxclaire ottoenglish amandakendal sectarian enjoy have 
 like farage particularly view britishuk politic 
 like snp sinn féin"
27/07/2017,23,Clare,Atheist,cliohnaa plutomn johnfinucane stick fact instead try rewrite history cover provisional sinn fein ira death squad
31/03/2014,32,Kilkenny,Protestant,chrisadonnelly funny dup year chris sinn fein read tweet yesterday criticise dup tweet hope teach kid school bit well tweet
12/10/2019,57,Longford,Catholic,"prolife group say sinn féin wolf sheep clothing 

 precious life urge voter support prolife candidate ni assembly election th 
 

 gript ae"
25/01/2023,20,Mayo,Protestant,dear sinn fein dup not need come   minute tell wonderful vote get come purely thank politic sectarianism
15/04/2016,27,Leitrim,Catholic,finegael sinn fein go taxis lorry go family ireland lorry
22/04/2013,43,Tipperary,Catholic,"markwilson sorchaeastwood obsess 
 wake morning sinn fein bed night sinn fein 

 fucking life 😂 😂"
27/12/2017,22,Monaghan,Catholic,wellesleydow belfastspur unionistcentri gawanorniron tipler richardtgarland having devolve government not stop hmg buckle sinn fein demand
31/08/2021,57,Wicklow,Protestant,auf jungs auf   die sinn fein   die glorreichen ira
21/02/2014,61,Wicklow,Protestant,notoindy robotxander fionna kevyodp angusmacneilsnp brainwash forget favour eternal scottish nation bit   know s snps large sinn fein faction term british isle deny exist
14/03/2019,49,Kilkenny,Protestant,mcmanusdavid pearsedoherty donegal k high earner like party know push vote sinn féin
05/01/2014,65,Meath,Other,commandermp sorry michael sinn fein cool party lol 😉
21/07/2017,19,Offaly,Protestant,markwilson sorchaeastwood sinn fein blah ira blah blah blah blah blah
07/04/2017,52,Longford,Atheist,irishunionist john not mp salary sinn féin mp
01/05/2022,41,Laois,Catholic,s kilclooneyjohn alexkaneb tell sinn fein good candidate unionist
17/11/2014,33,Offaly,Protestant,"€ m fuel cut cost   month 

 sinn féin abolish vat food 
 sinn féin abolish income tax € k earn 
 sinn féin cut excise home heating oil 

 cut deliver sfs conor murphy ni 

 costoflivingcrisis"
28/08/2019,58,Kildare,Other,jamiebrysoncpni catharinehoey sinn fein bring government     unionist corruption scandal failure carry promise guarantee relation irish language   act   fact right hoey
30/04/2014,61,Dublin,Catholic,jamiebrysoncpni thomassmythent mooreholme neck like asbestos picture carry flag narco terrorist outfit sinn fein big political party ireland vote
04/07/2020,56,Wexford,Catholic,"aontú newry amp armagh candidate daniel connolly meet preciouslifecom election information night armagh night 

 sinn féin sdlp support legal amp intentional killing baby womb 

 aontú fight human right"
17/01/2020,35,Limerick,Catholic,"ah hilarious   sinn fein collapse noble   dup not possibly objection protocol 
 🙄"
21/03/2018,39,Laois,Catholic,macgmairtin mickfealty benlowry chance sure wall wall coverage week sinn fein banner   mile away
30/03/2021,57,Kerry,Catholic,labour go liberal class work class need lot major liberal achievement ireland recent year time bread butter issue labour not maybe sinn féin
30/03/2014,52,Clare,Catholic,osamabinsout beltel forgot mention systematic protection sinn feinira protection northern ireland police force garda southern ireland government bigot white house cry river
25/07/2022,37,Waterford,Other,constance markiewicz war die erste gewählte frau m britischen house commons m dezember   nahm den sitz aber wie ihre kollegen der sinn féin nicht und bildete mit ihnen das revolutionsparlament dáil éireann   wurde sie arbeitsministerin der irischen regierung
31/01/2016,54,Waterford,Atheist,"light reading weekend 🤓 

 edition new sinn féin european newsletter 🇮 🇪 

 available english danish french german amp spanish   anyone interested"
07/10/2022,48,Laois,Catholic,allianceparty naomilong bbcnewsni year sinn fein walk away long year sir jeffrey warn repeatedly executive agree budget month ago
21/04/2015,43,Cavan,Catholic,"green party leader clarebaileygpni accuse dup sinn fein sdlp ulster unionist speak side mouth climatechange speak suzyjourno ahead party annual conference belfast 

 climatebill 🌍 

"
04/02/2017,31,Monaghan,Catholic,finegael fiannafáil sinnféin greenparty seriously let russians build cyber attack datum centre dublin      diplomatic representation lad russia    watch cnn report fsb lad need cop big time slava ukraine
09/02/2016,42,Tyrone,Protestant,irenedonald agentp britscotsman long nicola sturgeon snpsinn fein dodgy embassy china huge security risk
18/11/2016,19,Cork,Protestant,"let forget depravity indiscriminate action take sinn fein ira innocent people creed achieve ui different s happen ukraine today 
 know deed"
06/07/2014,39,Kildare,Protestant,davypaul mehdirhasan mean democratically elect government gaza distinction political amp military wing resistance movement northern ireland amp ireland case point democratically elect sinn fein sit parliament north amp south
13/03/2019,56,Kilkenny,Protestant,rubot happen sinn fein charge
14/07/2018,57,Limerick,Protestant,gerrymcfadyen vote sdlp stop sinn fein fight go 😂
15/10/2014,31,Monaghan,Protestant,irishnews hope sinn fein
04/03/2014,47,Kerry,Protestant,pearsedoherty live   spiral cost coal amp petroldiesel amp home heating sky high govt act sinn féin plan worker family help desperately need
27/03/2016,43,Wicklow,Catholic,sinn féin power policy achievable work
09/03/2016,62,Cavan,Catholic,clonakilty sinn féin councillor cionnaith ó súilleabháin express disappointment shame colleague clonakilty town council night refuse support motion peace february council meeting
03/05/2017,27,Fermanagh,Other,legal advice ag dof solicitor function executive require decision spend £ m help family cost living crisis despite dup prevent sdlp mla daniel mccrossan blame sinn féin lol
17/06/2014,54,Clare,Catholic,think bad sinn féin petrol policy
15/05/2022,64,Down,Protestant,"irishma mooreholme sinn fein claim true 
 sinn fein renowne world tell wee porky pie 
 sinn fein play politic suit agenda dup 
 cry use tactic"
13/06/2017,25,Louth,Protestant,"today rule indictment government policy show current aon process line disability act reflect parent disability organisation sinn féin say 
 inclusionire asiamireland downsyndromeirl disabilityfe"
04/04/2014,18,Monaghan,Protestant,sdlplive columeastwood sinn fein interested make sure resident sky tv work 🤷 ‍ ♂ ️ 🤷 ‍ ♂ ️
14/10/2015,32,Kildare,Protestant,sinn fein dice el ciudadano sinn fein amhain los amigos que amamos están nuestro lado y los enemigos que odiamos están frente nosotro
16/08/2019,26,Kerry,Catholic,el sinn fein está cayendo tan bajo en su whataboutism respecto ucrania que hasta lo retuitea pábler
16/06/2019,63,Kilkenny,Protestant,agesandpage earlofleuven magahy johnvalenciacf interesting think hard independent win maybe sugden easton transfer critical sdlp alliance close sinn féin candidate come   vote time
03/03/2019,36,Roscommon,Other,chance sinn fein say sorry murder   plus people trouble
13/01/2016,54,Wicklow,Protestant,"joemockler rdfrepassoc wavellroom bentonra racodf simoncoveney moddcdc warinstitute ukdefencedublin thinkdefence urbanwarfarectr time financially support sinn féin ascension power view strong tie russia ireland result ireland procure russian aad system increase defence spending 

 ss western flank nato raise eyebrow"
21/08/2018,62,Down,Other,simoncomm mixedupmarty gr traceyutv jdonaldsonmp   accurate butbut sinn fein start think dup infiltrate irish sovereign ff fg mole
02/07/2013,60,Cork,Protestant,"sinn féin spokesperson disability paulinetullytd   health davidcullinane welcome damning high court decision today hse assessment need process operate outside law deny child disability right 

 "
02/09/2019,37,Kilkenny,Protestant,"zhenderen catboyjingoism stormont flip   

 westminster vote strategically nationalist good chance elect care sinn fein abstentionist have mp well have dup mp"
05/09/2017,48,Clare,Catholic,dasharald lolaros sharkozero sinn fein
11/08/2014,50,Kildare,Other,catboyjingoism sinn féin british election not seat westminster nationalist maybe well vote sdlp
22/08/2013,59,Derry,Other,"obornetweet available fact anymore kremlin cult tankie like jeremy corbyn sinn fein ira 

 d like know feel prosecute joseph goebbel style propagandist helped hide war crime 
 thread 
 cc gchq 
"
01/03/2018,26,Westmeath,Atheist,johnfinucane not post   year sinn fein keep stormont close not people shame
20/11/2019,60,Mayo,Other,alexnunns clare daly   meps dublin elect time round pipped sinn féin seat sf party young renter dispossess struggle hang seat time deserve
09/12/2015,32,Carlow,Catholic,"know   week ago successful vote northern ireland assembly people profit motion cut rent private tenant   address cost living crisis 

 sinn fein sdlp amp alliance buckle landlord lobby amp uturne"
27/02/2014,33,Armagh,Protestant,"seamus sorchaeastwood idea murder sinn fein support 

 clue high number quote vote sf support murder"
03/12/2015,22,Wicklow,Catholic,"apology offer unconditional protect sorry 

 harm care sorry conor murphy sinn féin finance minister say"
03/07/2019,48,Cork,Atheist,"hughmur unknown shocktastic sorchaeastwood beltel mate th time convict terrorist stormont ira one sit sinn fein seat control ira member sf hq 

 sure look mess wee marty millar get run see"
16/04/2015,29,Longford,Atheist,sortafriend probably unlikely definite risk sinn féin lead government roi possibly eventually lead potential similar situation like ukrainian not want exchange explosive precipitation relative
26/01/2021,37,Down,Catholic,tras encontrar un espacio en mi agenda podido escuchar la entrevista en rteradio adaracsf es curioso o más buen irónico que el sinn fein se posicione contra la violencia hacia civiles algo tenemos que estar haciendo bien para que poco poco se moderen
07/07/2014,53,Kerry,Catholic,unohimyerman sinn fein ira
06/07/2017,21,Tipperary,Catholic,hard tell realistic chance d sinn fein little confident rd seat today   s type candidate transferfriendly win preference later count
23/04/2021,61,Armagh,Catholic,"sinn féin spokesperson social protection claire kerrane td urge government act urgently address spiral coal cost 

 government act urgently deliver people clairekerrane 

 "
31/12/2016,44,Kilkenny,Protestant,"dcs st patrick day parade irish northern aid committee dc sinn fein good friday accord 
 gabrielsinn fein welsh independenceim welsh"
04/07/2018,39,Galway,Catholic,mcmanusdavid pearsedoherty sinn fein membranesinn fein brain
19/10/2018,60,Limerick,Catholic,"𝐇𝐞𝐫𝐞 𝐭𝐨 𝐡𝐞𝐥𝐩   🇮 🇪 

 available sinn fein constituency office great water street longford town follow time start week 👍 

 message set appointment email   jamesdonnellysfgmailcom"
19/04/2013,19,Louth,Catholic,sotcstill finegael fg ff amp gp message day excise duty home heating oil correct sinn fèin call government cost home owner experience carbon taxis vat vat reduce covid
10/12/2013,56,Waterford,Catholic,sinn féin power policy achievable work
09/03/2019,56,Waterford,Catholic,"unohimyerman sorchaeastwood   right udauvf target law till long 

 thou wrong statement ira disband ira sign gfa change time sinn fein westminster employee"
29/05/2020,33,Longford,Catholic,sinn féin policy achievable work irishtimesbiz
30/10/2019,62,Down,Atheist,unohimyerman strategy forward think irony account lest forget uvf uda etc imagine sinn fein time suppose deliver   say uda people tell 😳
27/11/2020,24,Dublin,Protestant,bbc entitle discovery material sinn fein leader gerry adam allege relationship ira include document evidence allege membership ira iras army council high court rule
07/09/2020,64,Tyrone,Protestant,⭐ ️ week lotto jackpot € play little €   pick ticket local sinn féin member draw broadcast live fb page page pm sunday good luck
19/03/2019,49,Wexford,Protestant,"  cúige west amp islands agm originally plan saturday th march sligo postpone   hold later date 

 beidh muid dteagmháil leat arís nuair atá dáta nua socraithe sinnfein"
14/03/2015,26,Kilkenny,Other,glkavanagh johnbradysf sinn féin position need invest defence force new long ago deny legitimate defence force ireland
19/03/2013,59,Armagh,Catholic,oheochaidh armscache ekg sinn fein specialise policy hoof progressive mean ditch populist rhetoric
22/10/2017,44,Longford,Catholic,"moneillsf maryloumcdonald capitulate 

 tell dup amp public sinn féin threaten collapse executive actually collapse like future issue leg stand pot kettle black"
20/10/2017,30,Louth,Catholic,brengun ernekid squinteratn good asset sinn fein
13/01/2022,28,Laois,Catholic,outriderte benodriscoll gerard machlochlainn linda quigley not exterrorist machlochlainn sinn féin spokesman london good corbyn naive bad give access house common terrorist organisation attempt assassinate prime minister
23/10/2015,40,Kerry,Protestant,jkplanner carolecadwalla domjoly borisjohnson sinn féin mute year
21/02/2022,63,Carlow,Catholic,sinn fein   ira scum scum scum forevermore
20/06/2014,50,Kerry,Other,outriderte benodriscoll corbyn want violence end sinn féin term   socialist united ireland not interested compromise look link sinn féin corbyn red action late s
02/06/2016,35,Galway,Catholic,stephen collins round sinn féin exemplary analysis problem irish neutrality face aggression enemy
12/02/2018,61,Louth,Atheist,moneillsf socialist millionaire sinn fein 🤣 🤦 🏼‍ ♂ ️don’t care work class £ bank account
14/06/2016,48,Kerry,Catholic,irishunionist doordup bankrupt ni day b want   like repartition topic c nationalist will want unionist will want govern sinn fein perpetuity increasingly culturally irish space
18/01/2021,59,Waterford,Catholic,"clare daly pertenece independent   change un partido que está dentro del grupo socialista del pe sino dentro del grupo donde están el sinn fein francia insumisa los de melenchón podemos y bildu 
 pablo lo sabe claro y ahora vosotros también"
25/02/2019,25,Cork,Catholic,country paisleyjnr moneillsf accept michelle oneil minister sinn fein achieve electoral majority upcoming election
02/10/2013,61,Galway,Catholic,look forward colum eastwood response blame sinn fein lol like movie liar liar choke lol
30/10/2022,30,Meath,Protestant,"yelobeli benodriscoll corbyn meet sinn fein pple want dialogue instead violence 
 talk side talk david ervine unionist exterrorist time week meeting ervine arrange ceasefire meeting labour conference"
15/01/2023,65,Armagh,Atheist,"big political news banner county general amp local election candidate sinn féin noeleen moran violetanne wynnes replacement party ticket 

 go away health activist moran say week 

"
29/06/2015,34,Monaghan,Catholic,"happen paul givan resign minister dup donaldson say people sinn fein early election 
"
06/08/2019,55,Meath,Protestant,"week poll come toghanneire   sinn féin continue party change people sick ffg status solution problem   join sinnfeinireland today 👇 👇 🇮 🇪 🇮 🇪 

 "
26/04/2022,28,Down,Protestant,redeyes gilesyboy richardtgarland sinn fein 😜 👍 👌
10/03/2016,48,Kerry,Catholic,"martisultoris digitalisdude taramoonchild nasty republican want plaid cymru senedd like snp holyrood 

 bed sinn fein ira"
20/10/2018,63,Fermanagh,Atheist,rockoflifeni protectthefaith sinn fein week ago go parliament uk cap hand bring abortion birth n ireland mainly catholic sdlp alliance agree john hume
11/06/2013,63,Tyrone,Catholic,sinn féin plan boost tourism hospitality industry
19/07/2020,35,Derry,Catholic,sinn féin power policy achievable work   irishtime
03/04/2014,63,Derry,Protestant,come politician vocal dup take nig vocal sinn fein
08/06/2014,27,Antrim,Catholic,alacoquemary rteradio pearsedoherty finegael sinnfein rte free state
